频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度,是否假源,是否轮回,轮回相似度,轮回波动
å˜‰ä½³å¡é€š,https://stream1.freetv.fun/jia-jia-qia-tong-10.ctv,网络源,,6.598,未分组,h264,1920x1080,25.0,有音频,0.5052,False,False,0.4323,0.0
è§£è¯´_ä¹Œè´¼è¯´ç”µå½±,http://live.nctv.top/huya.php?id=16604522,网络源,,2.434,未分组,h264,1920x1080,60.0,有音频,0.5625,False,False,0.526,0.0312
æ¹–å—å›½é™…,http://8.138.7.223/tv/mgtv.php?id=229,网络源,,2.288,未分组,h264,640x360,25.0,有音频,0.5312,False,False,0.4769,0.0749
æµ™æ±Ÿç”Ÿæ´»,https://stream1.freetv.fun/zhe-jiang-jing-ji-1.m3u8,网络源,,4.653,未分组,h264,1920x1080,25.0,有音频,0.6094,False,False,0.5093,0.0659
æµ™æ±Ÿæ–°é—»,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8,网络源,,1.933,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.5592,0.0755
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-6.m3u8,网络源,,1.560,未分组,h264,1280x720,25.0,有音频,0.5521,False,False,0.4926,0.0472
ç”Ÿæ´»æ—¶å°š,https://stream1.freetv.fun/sheng-huo-shi-shang-16.m3u8,网络源,,1.560,未分组,h264,1280x720,25.0,有音频,0.5469,False,False,0.6719,0.232
ç¾å‰§è§£è¯´è½®æ’­,http://live.nctv.top/douyu.php?id=9643264,网络源,,4.227,未分组,h264,1920x1080,23.976023976023978,有音频,0.5573,False,False,0.4948,0.0384
çŒç¯®é«˜æ‰‹,http://www.douzhicloud.site:35455/yy/1382735626,网络源,,2.503,未分组,h264,960x720,23.976023976023978,有音频,0.5729,False,False,0.5013,0.0396
ä¸Šæµ·éƒ½å¸‚,https://migu.188766.xyz/?migutoken=ba950ec25ed80795a317d210e6a1b285&id=shds&type=sz,网络源,,4.905,未分组,h264,1280x720,30.0,有音频,0.5312,False,False,0.4375,0.0371
æµ™æ±Ÿå›½é™…,http://ali-m-l.cztv.com/channels/lantian/channel010/720p.m3u8,网络源,,2.139,未分组,h264,1280x720,25.0,有音频,0.5521,False,False,0.5301,0.0655
æ±Ÿå¤æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jiang-xia-xin-wen-zong-he-6.ctv,网络源,,5.018,未分组,h264,720x576,25.0,有音频,0.599,False,False,0.6053,0.1416
é‡‘é¹°çºªå®,https://stream1.freetv.fun/jin-ying-ji-shi-28.m3u8,网络源,,1.357,未分组,h264,1280x720,25.0,有音频,0.5625,False,False,0.6927,0.2196
é›æ­£ç‹æœ,http://live.nctv.top/douyu.php?id=6911044,网络源,,7.747,未分组,h264,1280x720,30.0,有音频,0.599,False,False,0.5022,0.0424
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-6.ctv,网络源,,1.360,未分组,h264,1280x720,25.0,有音频,0.5729,False,False,0.52,0.0479
è§£è¯´_ææ€–ç”µå½±è§£è¯´,http://live.nctv.top/huya.php?id=16741179,网络源,,3.141,未分组,h264,1920x1080,60.0,有音频,0.5677,False,False,0.5295,0.0805
æµ™æ±Ÿç”Ÿæ´»,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-13.m3u8,网络源,,4.104,未分组,h264,854x480,25.0,有音频,0.599,False,False,0.489,0.0593
å˜‰ä½³å¡é€š,https://stream1.freetv.fun/jia-jia-qia-tong-7.ctv,网络源,,1.355,未分组,h264,1280x720,25.0,有音频,0.5417,False,False,0.48,0.0573
é›æ­£ç‹æœ,https://live.metshop.top/huya/11342439,网络源,,1.285,未分组,h264,640x480,24.0,有音频,0.5365,False,False,0.5208,0.0529
é‡‘é¹°å¡é€š,https://stream1.freetv.fun/jin-ying-qia-tong-5.m3u8,网络源,,6.059,未分组,h264,1920x1080,25.0,有音频,0.5729,False,False,0.5458,0.0581
å“ˆå“ˆç‚«åŠ¨,https://stream1.freetv.fun/ha-ha-xuan-dong-26.m3u8,网络源,,8.562,未分组,h264,720x576,25.0,有音频,0.5625,False,False,0.6823,0.0
å¹¿å·æ–°é—»,https://stream1.freetv.fun/yan-zhou-xin-wen-12.ctv,网络源,,7.630,未分组,h264,1920x1080,25.0,有音频,0.5677,False,False,0.7897,0.2743
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-14.m3u8,网络源,,5.514,未分组,h264,1280x720,25.0,有音频,0.5469,False,False,0.5521,0.2141
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-16.m3u8,网络源,,1.557,未分组,h264,1280x720,25.0,有音频,0.5052,False,False,0.5221,0.0695
è§£è¯´_ç§‘å¹»æ¢¦å·¥åœº,https://live.metshop.top/huya/15152155,网络源,,1.170,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.5434,0.0766
ç¥æ¢ç‹„ä»æ°,http://zzy789.xyz/douyu1.php?id=6027991,网络源,,7.564,未分组,h264,1280x720,25.0,有音频,0.5677,False,False,0.5625,0.0501
å¹¿å·æ–°é—»,https://stream1.freetv.fun/yan-zhou-xin-wen-9.m3u8,网络源,,4.146,未分组,h264,1280x720,25.0,有音频,0.5208,False,False,0.5156,0.0573
æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/xin-wen-zong-he-3.m3u8,网络源,,6.042,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.5625,0.1589
æ¹–å—ç”µå½±,https://stream1.freetv.fun/hu-nan-dian-ying-8.ctv,网络源,,1.548,未分组,h264,1280x720,25.0,有音频,0.526,False,False,0.6986,0.2344
çºªæ™“å²š,https://live.metshop.top/huya/11342396,网络源,,1.105,未分组,h264,1440x1078,60.0,有音频,0.5729,False,False,0.5113,0.0673
æµ™æ±Ÿå›½é™…,https://stream1.freetv.fun/zhe-jiang-guo-ji-1.m3u8,网络源,,4.640,未分组,h264,1920x1080,25.0,有音频,0.5833,False,False,0.5137,0.083
é¾™æ³‰æ–°é—»ç»¼åˆ,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed,网络源,,2.837,未分组,h264,1920x1080,25.0,有音频,0.5781,False,False,0.5492,0.1539
æµ™æ±Ÿå›½é™…,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8,网络源,,2.788,未分组,h264,1920x1080,25.0,有音频,0.5677,False,False,0.5486,0.047
äº‘æµ®ç»¼åˆ,https://livestream.oeeee.com/slive/28283.m3u8,网络源,,2.556,未分组,h264,720x404,25.0,有音频,0.5156,False,False,0.5417,0.1697
éš‹å”è‹±é›„ä¼,http://zzy789.xyz/douyu1.php?id=7552568,网络源,,6.216,未分组,h264,720x1280,25.0,有音频,0.5312,False,False,0.5859,0.1264
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-28.m3u8,网络源,,1.564,未分组,h264,1280x720,25.0,有音频,0.5885,False,False,0.6276,0.2163
æ¹–å·æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/hu-zhou-xin-wen-zong-he-4.m3u8,网络源,,2.492,未分组,h264,1280x720,29.97002997002997,有音频,0.5729,False,False,0.614,0.1877
ç¬¬ä¸€è´¢ç»,https://cdn3.163189.xyz/163189/dycj,网络源,,1.015,未分组,h264,1280x720,25.0,有音频,0.5885,False,False,0.5226,0.097
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-10.ctv,网络源,,1.235,未分组,h264,1280x720,25.0,有音频,0.5833,False,False,0.7146,0.2418
æ¢¨å›­,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=e5469a4b068ccb53d954ccf62677e0d6&wsTime=1763510406,网络源,,4.794,未分组,h264,1920x1080,25.0,有音频,0.6146,False,False,0.5521,0.0543
äº”åç»¼åˆ,http://p2hs.vzan.com/slowlive/621139761151691240/live.m3u8,网络源,,1.834,未分组,h264,1920x1080,30.0,有音频,0.5781,False,False,0.5619,0.1632
å¹¿ä¸œä½“è‚²,http://116.77.33.98:44330/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,3.368,未分组,h264,1280x720,25.0,有音频,0.599,False,False,0.503,0.0558
å¹¿å·ç«èµ›,http://8.138.7.223/tv/gzjs.m3u8,网络源,,7.901,未分组,,,,无音频,0.5365,False,False,0.4803,0.0642
æ–°ç™½å¨˜å­ä¼ å¥‡,http://www.douzhicloud.site:35455/yy/1354490667,网络源,,2.102,未分组,h264,800x600,24.0,有音频,0.5781,False,False,0.5033,0.0542
æµ·ç»µå®å®,http://zzy789.xyz/douyu1.php?id=1569773,网络源,,4.570,未分组,h264,1280x720,30.0,有音频,0.5521,False,False,0.6111,0.0837
æµ™æ±Ÿæ•™ç§‘,https://stream1.freetv.fun/zhe-jiang-jiao-ke-2.m3u8,网络源,,2.771,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.4549,0.0511
æ¢¨å›­,https://dxtx.hntv.tv/live/lypd.m3u8?txSecret=10c771842a0be59e8b575d765173ec96&txTime=7B923E0A&wsSecret=116dd55bf364ce9189811cb6fcefb7ac&wsTime=1763064000,网络源,,4.263,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5648,0.0566
æ–°é—»ç»¼åˆ,https://migu.188766.xyz/?migutoken=7c9be170521def037f8c8bcee3f30a46&id=%E4%B8%8A%E6%B5%B7%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy,网络源,,3.888,未分组,h264,1280x720,25.0,有音频,0.5156,False,False,0.5017,0.0491
å˜‰ä½³å¡é€š,https://migu.188766.xyz/?migutoken=d7b39d0f878eb6276b1ff4ff6c7a304e&id=%E5%98%89%E4%BD%B3%E5%8D%A1%E9%80%9A&type=yy,网络源,,3.187,未分组,h264,854x480,25.0,有音频,0.6198,False,False,0.5521,0.0738
å˜‰å…´æ–°é—»ç»¼åˆ,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8,网络源,,6.256,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.533,0.1736
é‡‘é¹°å¡é€š,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,网络源,,3.696,未分组,h264,1920x1080,25.0,有音频,0.5521,False,False,0.5339,0.057
åŠ²çˆ†ä½“è‚²,https://stream1.freetv.fun/jing-bao-ti-yu-5.m3u8,网络源,,1.583,未分组,h264,1280x720,25.0,有音频,0.4948,False,False,0.6962,0.2151
å¹¿å·æ–°é—»,https://stream1.freetv.fun/yan-zhou-xin-wen-8.m3u8,网络源,,10.591,未分组,h264,1280x720,25.0,有音频,0.5521,False,False,0.5182,0.0186
å¹¿å·æ–°é—»,https://stream1.freetv.fun/yan-zhou-xin-wen-11.m3u8,网络源,,6.734,未分组,h264,1280x720,25.0,有音频,0.5938,False,False,0.5816,0.2701
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-32.ctv,网络源,,6.880,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.4771,0.0812
å¹¿å·ç»¼åˆ,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8,网络源,,2.607,未分组,h264,1280x720,25.0,有音频,0.5521,False,False,0.5143,0.0334
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8,网络源,,0.422,未分组,h264,1280x720,29.97002997002997,有音频,0.5521,False,False,0.625,0.1717
æµ™æ±Ÿé’±æ±Ÿ,https://stream1.freetv.fun/zhe-jiang-qian-jiang-du-shi-3.m3u8,网络源,,4.904,未分组,h264,854x480,25.0,有音频,0.5469,False,False,0.5041,0.0655
æµ™æ±Ÿå›½é™…,https://stream1.freetv.fun/zhe-jiang-guo-ji-6.m3u8,网络源,,2.205,未分组,h264,640x360,25.0,有音频,0.5781,False,False,0.5301,0.0735
é¾™åå¡é€š,https://live.catvod.com/iptv.php?id=6kjqw8cq,网络源,,1.986,未分组,h264,1280x720,30.0,有音频,0.6198,False,False,0.6328,0.0384
æ¸¸æˆé£äº‘,http://www.cdnstv.com:6398/hls/1184/index.m3u8,网络源,,9.015,未分组,h264,1920x1080,50.0,有音频,0.5365,False,False,0.5729,0.0104
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-5.ctv,网络源,,19.266,未分组,h264,1280x720,25.0,有音频,0.4844,False,False,0.4661,0.0286
æµ™æ±Ÿæ°‘ç”Ÿä¼‘é—²,https://stream1.freetv.fun/zhe-jiang-min-sheng-xiu-xian-7.m3u8,网络源,,6.608,未分组,h264,854x480,25.0,有音频,0.5833,False,False,0.5195,0.0605
é‡‘é¹°å¡é€š,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8,网络源,,4.194,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5078,0.0318
å˜‰å…´æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jia-xing-xin-wen-zong-he-1.m3u8,网络源,,6.704,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.5347,0.1768
æµ™æ±Ÿå°‘å„¿,https://stream1.freetv.fun/zhe-jiang-shao-er-6.m3u8,网络源,,5.573,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.4797,0.0303
è§£è¯´_ç»­å“¥è¯´ç”µå½±,http://live.nctv.top/huya.php?id=24396472,网络源,,3.081,未分组,h264,1920x1080,60.0,有音频,0.5573,False,False,0.5443,0.0203
æ¹–å·æ–‡åŒ–å¨±ä¹,https://stream1.freetv.fun/hu-zhou-wen-hua-yu-le-1.m3u8,网络源,,4.640,未分组,h264,1280x720,29.97002997002997,有音频,0.5833,False,False,0.5654,0.159
æ¹–å—éƒ½å¸‚,http://8.138.7.223/tv/mgtv.php?id=346,网络源,,3.749,未分组,h264,640x360,25.0,有音频,0.526,False,False,0.5237,0.055
å¹¿ä¸œç æ±Ÿ,https://stream1.freetv.fun/yan-dong-zhu-jiang-6.ctv,网络源,,6.834,未分组,h264,1920x1080,25.0,有音频,0.5312,False,False,0.494,0.1034
æµ™æ±Ÿé’±æ±Ÿ,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8,网络源,,2.312,未分组,h264,1920x1080,25.0,有音频,0.5833,False,False,0.5492,0.0585
æµ™æ±Ÿæ–°é—»,https://stream1.freetv.fun/zhe-jiang-xin-wen-4.m3u8,网络源,,4.909,未分组,h264,1920x1080,25.0,有音频,0.599,False,False,0.5041,0.0775
ä¸œæ£®ç¾æ´²å«è§†,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8,网络源,,1.687,未分组,h264,1920x1080,29.97002997002997,有音频,0.5885,False,False,0.4896,0.035
æµ™æ±Ÿç”Ÿæ´»,https://stream1.freetv.fun/zhe-jiang-jing-ji-sheng-huo-14.m3u8,网络源,,2.763,未分组,h264,1920x1080,25.0,有音频,0.5729,False,False,0.4797,0.0445
æ¹–å—ç»è§†,https://stream1.freetv.fun/hu-nan-jing-shi-13.ctv,网络源,,2.525,未分组,h264,640x360,25.0,有音频,0.5521,False,False,0.5133,0.0468
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-20.ctv,网络源,,7.558,未分组,h264,1920x1080,25.0,有音频,0.5365,False,False,0.5021,0.0638
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-31.ctv,网络源,,8.476,未分组,h264,1920x1080,25.0,有音频,0.5885,False,False,0.5469,0.0249
æ³•è¯å…ˆé”‹â…¢,http://cfss.cc/cdn/hy/23863804.flv,网络源,,1.652,未分组,h264,1078x606,25.0,有音频,0.5104,False,False,0.5104,0.0
æµ™æ±Ÿå°‘å„¿,https://stream1.freetv.fun/zhe-jiang-shao-er-9.m3u8,网络源,,4.307,未分组,h264,1920x1080,25.0,有音频,0.5833,False,False,0.4829,0.0577
æµ™æ±Ÿç”Ÿæ´»,https://stream1.freetv.fun/zhe-jiang-jing-ji-2.m3u8,网络源,,5.081,未分组,h264,1920x1080,25.0,有音频,0.599,False,False,0.5127,0.076
æµ™æ±Ÿæ°‘ç”Ÿä¼‘é—²,https://stream1.freetv.fun/zhe-jiang-min-sheng-11.m3u8,网络源,,6.257,未分组,h264,1920x1080,25.0,有音频,0.5677,False,False,0.5137,0.0317
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-28.m3u8,网络源,,5.766,未分组,h264,1280x720,25.0,有音频,0.4896,False,False,0.5699,0.1747
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-gao-qing-1.m3u8,网络源,,4.874,未分组,h264,1920x1080,25.0,有音频,0.5729,False,False,0.4903,0.0638
æ¹–å·æ–°é—»ç»¼åˆ,https://stream1.freetv.fun/hu-zhou-xin-wen-zong-he-1.m3u8,网络源,,5.283,未分组,h264,1280x720,29.97002997002997,有音频,0.5521,False,False,0.6128,0.1932
ä½›å±±å…¬å…±,https://stream1.freetv.fun/fo-shan-gong-gong-17.ctv,网络源,,1.557,未分组,h264,1280x720,25.0,有音频,0.5104,False,False,0.6133,0.1814
èŒ¶é™µæ–°é—»ç»¼åˆ,http://liveplay-nanyue.rednet.cn/live/chaling-telev.m3u8,网络源,,6.425,未分组,h264,1920x1080,25.0,有音频,0.5781,False,False,0.4505,0.0182
é‡‘åæ–°é—»ç»¼åˆ,https://stream1.freetv.fun/jin-hua-xin-wen-zong-he-1.m3u8,网络源,,2.595,未分组,h264,1920x1080,25.0,有音频,0.5312,False,False,0.5486,0.1212
æµ™æ±Ÿæ–°é—»,https://stream1.freetv.fun/zhe-jiang-xin-wen-2.m3u8,网络源,,4.782,未分组,h264,854x480,25.0,有音频,0.5938,False,False,0.5162,0.0517
æµ™æ±Ÿå›½é™…,https://stream1.freetv.fun/zhe-jiang-guo-ji-5.m3u8,网络源,,2.472,未分组,h264,640x360,25.0,有音频,0.5729,False,False,0.5353,0.0649
ä¹‹æ±Ÿçºªå½•,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8,网络源,,1.800,未分组,h264,1920x1080,25.0,有音频,0.5208,False,False,0.5443,0.1804
ä¼˜æ¼«å¡é€š,https://migu.188766.xyz/?migutoken=128e78ea2f22b48f4da6793c3d326d85&id=%E4%BC%98%E6%BC%AB%E5%8D%A1%E9%80%9A%E9%A2%91%E9%81%93&type=yy,网络源,,2.966,未分组,h264,854x480,25.0,有音频,0.5365,False,False,0.5139,0.0511
å¹¿å·ç«èµ›,https://stream1.freetv.fun/yan-zhou-jing-sai-1.ctv,网络源,,8.273,未分组,h264,1920x1080,25.0,有音频,0.5469,False,False,0.5156,0.0863
å“ˆå“ˆç‚«åŠ¨,https://stream1.freetv.fun/ha-ha-xuan-dong-24.m3u8,网络源,,1.411,未分组,h264,1280x720,25.0,有音频,0.4948,False,False,0.651,0.2475
æµ·ç»µå®å®,http://zzy789.xyz/douyu1.php?id=3949681,网络源,,3.869,未分组,h264,896x688,23.976023976023978,有音频,0.5938,False,False,0.5226,0.0574
å¹¿å·ç»¼åˆ,https://stream1.freetv.fun/yan-zhou-zong-he-31.ctv,网络源,,2.779,未分组,,,,有音频,0.5521,False,False,0.5026,0.0328
æµ™æ±Ÿå°‘å„¿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?,网络源,,3.991,未分组,h264,1920x1080,25.0,有音频,0.5573,False,False,0.5046,0.0545
æ±Ÿå¤æ–°é—»ç»¼åˆ,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd,网络源,,2.111,未分组,h264,720x576,25.0,有音频,0.6094,False,False,0.5903,0.1623
ç¥æ¢ç‹„ä»æ°,http://zzy789.xyz/douyu1.php?id=5875025,网络源,,2.947,未分组,h264,1280x720,30.0,有音频,0.5312,False,False,0.6283,0.1137
å—å›½éƒ½å¸‚,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4,网络源,,11.244,未分组,h264,1920x1080,25.0,有音频,0.5208,False,False,0.6419,0.2011
è§£è¯´_å†·å›è¯´ç”µå½±,http://live.nctv.top/huya.php?id=16739452,网络源,,2.766,未分组,h264,1920x1080,60.0,有音频,0.5208,False,False,0.4271,0.0365
å¹¿å·ç«èµ›,https://stream1.freetv.fun/yan-zhou-jing-sai-17.ctv,网络源,,1.433,未分组,h264,1280x720,25.0,有音频,0.5104,False,False,0.549,0.0762
å¹¿ä¸œä½“è‚²,https://stream1.freetv.fun/yan-dong-ti-yu-24.ctv,网络源,,1.369,未分组,h264,1280x720,25.0,有音频,0.4948,False,False,0.6549,0.202
å¡é…·å°‘å„¿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8,网络源,,6.234,未分组,h264,720x576,25.0,有音频,0.5573,False,False,0.5326,0.0404
æ±Ÿå¤æ–°é—»ç»¼åˆ,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd#http://59.175.226.142:280/gb28181/xwzh.m3u8,网络源,,1.983,未分组,h264,720x576,25.0,有音频,0.6042,False,False,0.5793,0.1569
è§£è¯´_è™å¦è¯´ç”µå½±,http://live.nctv.top/huya.php?id=20343144,网络源,,2.621,未分组,h264,1920x1080,60.0,有音频,0.5677,False,False,0.5177,0.0456
åä¾¦æ¢æŸ¯å—,http://zzy789.xyz/douyu1.php?id=1487654,网络源,,11.320,未分组,h264,1280x720,30.0,有音频,0.6406,False,False,0.6811,0.0344
è†é—¨æ–°é—»ç»¼åˆ,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd,网络源,,2.186,未分组,h264,1920x1080,25.0,有音频,0.5417,False,False,0.5457,0.1622
å¹¿ä¸œæ°‘ç”Ÿ,https://stream1.freetv.fun/yan-dong-min-sheng-25.ctv,网络源,,1.236,未分组,h264,1280x720,25.0,有音频,0.5729,False,False,0.7361,0.265
å¹¿å·æ–°é—»,https://stream1.freetv.fun/yan-zhou-xin-wen-25.ctv,网络源,,7.166,未分组,h264,1920x1080,25.0,有音频,0.5625,False,False,0.5283,0.0698
é¾™åæˆå‰§,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=litv-longturn18,网络源,,10.792,未分组,h264,1920x1080,30.0,有音频,0.0,False,False,0.0,0.0
é¹¿é¼è®°,https://live.metshop.top/huya/23865080,网络源,,1.257,未分组,h264,1280x720,25.0,有音频,0.4635,False,False,0.5859,0.0859
é‡‘é¹°å¡é€š,http://101.66.198.116:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0,网络源,,2.809,未分组,h264,720x576,50.0,有音频,0.5208,False,False,0.5286,0.0516
é›æ­£ç‹æœ,http://cfss.cc/cdn/hy/11342439.flv,网络源,,2.439,未分组,,,,无音频,0.5781,False,False,0.5234,0.0755
éº»åŸç»¼åˆ,https://video.yscxy.cn:8888/mctv1.m3u8,网络源,,6.270,未分组,h264,1920x1080,25.0,有音频,0.6042,False,False,0.5093,0.0529
